"Dist Code","Year","State Code","State Name","Dist Name","JANUARY ACTUAL (Millimeters)","FEBRUARY ACTUAL (Millimeters)","MARCH ACTUAL (Millimeters)","APRIL ACTUAL (Millimeters)","MAY ACTUAL (Millimeters)","JUNE ACTUAL (Millimeters)","JULY ACTUAL (Millimeters)","AUGUST ACTUAL (Millimeters)","SEPTEMBER ACTUAL (Millimeters)","OCTOBER ACTUAL (Millimeters)","NOVEMBER ACTUAL (Millimeters)","DECEMBER ACTUAL (Millimeters)"
"133","1985","3","Gujarat","Mehsana","18.63","11.12","8.32","5.73","7.83","24.3","147.26","124.68","49.53","40.53","8.46","5.99"
"133","1986","3","Gujarat","Mehsana","4.42","3.48","2.89","2.15","5.78","135.4","106.19","97.21","5.59","2.13","0.97","1.01"
"133","1987","3","Gujarat","Mehsana","1.58","1.92","12.63","0.54","3.25","22.39","38.43","103.35","2.22","2.41","0.47","14.01"
"133","1988","3","Gujarat","Mehsana","1.17","0.25","0.75","2.6","0.23","32.06","141.15","129.33","134.57","84.74","41.29","28.48"
"133","1989","3","Gujarat","Mehsana","22.55","12.04","13.43","5.43","4.18","58.15","142.81","124.96","84.28","51.75","23.75","13.18"
"133","1990","3","Gujarat","Mehsana","8.29","8.97","4.25","3.28","12.14","20.32","143.48","123.34","135.02","83.11","50.51","41.96"
"133","1991","3","Gujarat","Mehsana","27.3","20.39","11.95","7.54","5.3","20.36","137.26","99.67","78.62","42.12","21.88","13.38"
"133","1992","3","Gujarat","Mehsana","10.84","5.69","4.26","3.09","3.02","16.27","144.89","114.23","136.18","81.75","43.87","26.85"
"133","1993","3","Gujarat","Mehsana","18.64","12.01","7.47","5.21","4.09","28.24","144.38","100.9","129.42","71.04","41.35","22.49"
"133","1994","3","Gujarat","Mehsana","23.49","9.3","6.21","4.66","3.59","63.91","137.59","124.95","137.26","87.46","51.46","29.56"
"133","1995","3","Gujarat","Mehsana","25.53","14.48","20.53","6.48","4.71","14.08","142.84","95.28","97.23","36.02","16.31","13.09"
"133","1996","3","Gujarat","Mehsana","7.5","4.6","4.93","2.84","3.37","98.58","144.29","127.34","119.81","86.47","38.37","25.84"
"133","1997","3","Gujarat","Mehsana","28.23","11.44","10.72","7.51","9.62","105.66","133.95","128.41","133.38","52.72","24.67","12.83"
"133","1998","3","Gujarat","Mehsana","8.02","7.53","8.63","3.51","2.73","81.96","137.17","126.02","139.85","97.3","49.81","36.53"
"133","1999","3","Gujarat","Mehsana","29.88","23.27","11.73","7.54","7.1","107.68","142.16","69.67","58.31","73.94","8.31","5.54"
"133","2000","3","Gujarat","Mehsana","4.12","3.43","2.55","2.11","2.5","41.21","136.48","108.74","81.84","54.08","26.03","15.25"
"133","2001","3","Gujarat","Mehsana","9.56","6.37","5.54","5.75","18.33","150.09","131.8","114.52","56.27","44.45","12.71","8.05"
"133","2002","3","Gujarat","Mehsana","5.62","4.46","4.3","2.76","2.15","82.19","43.67","82.61","74.68","0.97","1.7","1.44"
"133","2003","3","Gujarat","Mehsana","1.33","8.35","0.57","0.51","0.56","46.09","133.42","124.24","101.11","68.09","34.45","22.9"
"133","2004","3","Gujarat","Mehsana","17.5","11.04","7.13","5.07","8.63","75.58","132.19","124.92","83.65","58.85","26.62","16.43"
"133","2005","3","Gujarat","Mehsana","12.08","7.52","6.56","4.25","3.71","133.85","140.19","122.95","134.44","80.26","40.72","29.11"
"133","2006","3","Gujarat","Mehsana","24.97","20.8","62.47","7.93","6.19","77.56","136.61","122.92","131.8","80.92","42.06","32.76"
"133","2007","3","Gujarat","Mehsana","25.8","21.31","21.32","7.74","6.97","66.97","137.35","121.96","131.02","77.19","42.17","31.05"
"133","2008","3","Gujarat","Mehsana","25.58","18.64","11.97","9.69","6.75","53.43","136.11","119.75","130.96","63.07","34.6","22.27"
"133","2009","3","Gujarat","Mehsana","13.53","8.41","7.93","4.27","4.11","25.48","132.54","114.68","86.98","55.58","22.76","13.54"
"133","2010","3","Gujarat","Mehsana","9.27","6.14","4.29","3.48","2.7","54.3","133.14","117.23","131.44","87.54","54.39","31.17"
"133","2011","3","Gujarat","Mehsana","27.67","23.32","13.89","8.51","6.08","21.35","129.88","121.6","126.81","78.73","40.54","26.74"
"133","2012","3","Gujarat","Mehsana","21.92","15.53","9.35","7.36","5.3","26.57","81.23","121.36","130.32","72.78","36.96","28.84"
"133","2013","3","Gujarat","Mehsana","22.9","16.69","20.36","7.85","4.85","85.78","128.04","120.67","137.3","98.25","49.66","33.51"
"133","2014","3","Gujarat","Mehsana","40.92","25.64","17.5","12.75","7.23","8.62","136.56","109.79","128.01","82.13","41.9","30.64"
"133","2015","3","Gujarat","Mehsana","32.24","23.02","25.11","14.26","8.24","98.44","140.36","90.47","111.52","51.06","24.29","13.5"
"134","1958","3","Gujarat","Panchmahal","39.24","33.68","18.98","10.92","7.8","100.45","126.11","112.82","126.61","108.4","64.38","42.9"
"134","1959","3","Gujarat","Panchmahal","40.56","32.53","18.09","11.38","7.93","79.04","125.25","115.06","125.66","113.31","60.88","47.85"
"134","1960","3","Gujarat","Panchmahal","43.49","32.83","16.94","10.41","10.65","169.04","127.45","114.88","124.78","75.33","44.8","26.11"
"134","1961","3","Gujarat","Panchmahal","17.71","11.77","7.02","5.1","5.08","76.29","121.5","115.49","126.01","88.58","53.09","44.36"
"134","1962","3","Gujarat","Panchmahal","31.21","22.38","41.2","9.21","8.06","51.42","124.01","115.77","124.2","88.68","50.98","36.18"
"134","1963","3","Gujarat","Panchmahal","36.57","19.41","23.61","8.25","6.53","54.92","129.58","115.15","127.37","101.83","57.92","50.47"
"134","1964","3","Gujarat","Panchmahal","39.0","25.14","13.84","8.77","7.92","66.15","126.05","114.57","123.98","81.31","58.92","41.48"
"134","1965","3","Gujarat","Panchmahal","30.81","17.01","14.83","7.38","5.55","21.25","128.01","114.99","92.94","79.26","47.68","29.08"
"134","1966","3","Gujarat","Panchmahal","15.84","9.7","7.25","4.93","6.27","72.48","128.54","90.7","127.41","88.72","57.9","41.41"
"134","1967","3","Gujarat","Panchmahal","25.57","15.96","24.29","7.01","4.97","142.13","123.74","113.85","122.92","79.29","43.02","41.59"
"134","1968","3","Gujarat","Panchmahal","30.42","27.73","22.57","10.06","6.87","25.84","124.79","114.03","103.52","68.88","37.93","25.58"
"134","1969","3","Gujarat","Panchmahal","23.7","15.55","9.6","6.6","4.85","104.01","124.84","111.53","123.11","76.09","50.19","34.86"
"134","1970","3","Gujarat","Panchmahal","30.63","26.91","21.74","9.91","14.95","158.6","123.58","110.34","120.62","76.37","41.55","30.71"
"134","1971","3","Gujarat","Panchmahal","31.84","31.76","19.19","11.34","15.05","149.31","124.1","113.22","121.21","81.42","42.14","43.13"
"134","1972","3","Gujarat","Panchmahal","27.95","26.18","15.29","9.53","7.01","53.13","128.43","116.94","82.43","56.46","28.84","18.49"
"134","1973","3","Gujarat","Panchmahal","13.06","8.3","5.32","4.04","5.6","95.33","120.97","113.69","120.47","81.92","44.86","40.82"
"134","1974","3","Gujarat","Panchmahal","30.3","26.2","15.01","9.77","32.45","35.93","126.56","97.1","101.49","43.51","6.63","10.68"
"134","1975","3","Gujarat","Panchmahal","3.71","2.97","2.58","1.98","1.87","141.96","123.46","113.45","124.31","119.84","56.72","40.68"
"134","1976","3","Gujarat","Panchmahal","39.27","34.23","20.35","11.43","7.62","180.35","127.52","115.55","124.46","83.34","63.74","37.32"
"134","1977","3","Gujarat","Panchmahal","35.96","26.0","15.31","11.33","16.57","156.1","125.11","115.25","126.52","79.54","51.36","31.26"
"134","1978","3","Gujarat","Panchmahal","31.15","27.4","15.91","12.85","6.53","138.86","123.15","115.03","100.76","87.91","56.69","40.65"
"134","1979","3","Gujarat","Panchmahal","25.41","16.35","9.45","6.29","5.99","86.07","125.45","113.4","109.14","83.4","70.6","34.69"
"134","1980","3","Gujarat","Panchmahal","29.44","17.95","10.45","7.08","5.28","169.38","127.2","114.17","98.1","78.46","43.02","36.44"
"134","1981","3","Gujarat","Panchmahal","21.83","12.84","13.67","6.13","5.56","93.81","129.88","115.06","121.74","99.63","58.36","45.32"
"134","1982","3","Gujarat","Panchmahal","38.93","29.4","17.91","11.27","25.25","37.48","128.99","117.04","79.61","64.78","59.77","21.31"
"134","1983","3","Gujarat","Panchmahal","14.2","8.83","6.15","5.3","3.63","115.43","128.53","115.12","122.95","101.73","53.39","42.51"
"134","1984","3","Gujarat","Panchmahal","39.62","31.72","16.27","10.01","6.86","47.27","126.81","116.61","124.8","80.26","50.72","36.89"
"134","1985","3","Gujarat","Panchmahal","33.28","20.85","12.77","9.15","7.94","20.76","133.09","116.2","101.33","98.72","43.96","33.46"
"134","1986","3","Gujarat","Panchmahal","29.12","16.57","10.11","6.86","8.75","182.48","131.39","115.92","82.97","62.3","29.31","15.88"
"134","1987","3","Gujarat","Panchmahal","9.97","7.1","8.72","3.7","6.98","55.25","108.45","120.84","56.97","38.01","16.53","20.18"
"134","1988","3","Gujarat","Panchmahal","6.43","4.65","3.88","5.0","2.71","80.2","127.59","119.58","124.79","92.0","48.91","41.59"
"134","1989","3","Gujarat","Panchmahal","33.66","21.91","23.23","8.13","6.97","116.63","129.43","113.65","111.22","79.57","48.69","33.16"
"134","1990","3","Gujarat","Panchmahal","25.38","16.8","9.74","6.69","19.88","58.8","131.75","114.3","126.4","85.82","56.27","44.48"
"134","1991","3","Gujarat","Panchmahal","33.51","24.52","14.0","8.79","6.27","63.91","121.51","114.33","90.25","71.56","45.51","27.05"
"134","1992","3","Gujarat","Panchmahal","17.81","10.62","7.17","5.24","5.85","41.94","132.46","114.09","127.36","92.18","58.28","36.64"
"134","1993","3","Gujarat","Panchmahal","29.91","20.1","12.95","7.67","6.22","57.41","129.02","118.12","130.0","88.39","58.18","41.07"
"134","1994","3","Gujarat","Panchmahal","34.01","20.84","11.95","8.41","6.36","134.3","125.17","115.51","126.67","90.28","58.47","34.13"
"134","1995","3","Gujarat","Panchmahal","30.05","16.75","21.84","7.43","7.05","43.31","129.69","121.71","128.09","97.04","58.35","42.68"
"134","1996","3","Gujarat","Panchmahal","27.51","14.44","11.85","6.58","6.23","88.33","129.01","116.27","125.77","103.17","53.0","44.16"
"134","1997","3","Gujarat","Panchmahal","39.4","27.47","14.76","11.5","11.75","129.71","128.26","118.64","126.31","84.89","55.91","43.58"
"134","1998","3","Gujarat","Panchmahal","32.31","19.82","14.07","7.97","6.77","99.92","125.97","116.86","127.02","100.5","54.27","42.68"
"134","1999","3","Gujarat","Panchmahal","36.88","28.13","14.47","9.16","8.7","163.91","128.31","91.96","127.53","103.03","47.43","36.7"
"134","2000","3","Gujarat","Panchmahal","31.38","19.69","11.36","7.59","8.2","99.25","122.34","116.69","89.09","78.14","42.47","25.4"
"134","2001","3","Gujarat","Panchmahal","17.14","10.27","8.93","6.66","18.5","174.12","123.0","113.59","80.27","82.46","43.48","28.34"
"134","2002","3","Gujarat","Panchmahal","20.58","12.43","11.51","6.73","4.44","146.29","64.99","114.0","126.84","32.37","16.89","9.93"
"134","2003","3","Gujarat","Panchmahal","6.66","7.41","3.71","2.94","2.93","97.49","123.8","116.23","123.67","83.16","46.8","37.19"
"134","2004","3","Gujarat","Panchmahal","32.4","22.28","12.68","8.2","11.89","103.17","123.64","114.59","98.0","77.1","44.42","31.58"
"134","2005","3","Gujarat","Panchmahal","26.78","19.39","14.17","7.71","6.06","170.73","125.86","114.07","123.42","80.48","44.05","34.64"
"134","2006","3","Gujarat","Panchmahal","31.48","25.61","48.08","9.27","11.34","118.8","125.36","113.85","121.77","80.41","45.63","37.94"
"134","2007","3","Gujarat","Panchmahal","33.05","26.41","15.47","9.85","11.17","92.88","124.27","113.7","123.16","77.37","48.66","36.28"
"134","2008","3","Gujarat","Panchmahal","32.28","23.84","14.55","9.87","7.06","70.53","123.39","113.42","121.67","80.03","54.85","36.02"
"134","2009","3","Gujarat","Panchmahal","31.8","23.32","16.23","8.46","10.79","39.59","124.61","117.79","109.46","83.22","49.53","32.29"
"134","2010","3","Gujarat","Panchmahal","28.08","19.39","11.88","7.64","5.87","73.78","122.27","112.01","126.08","86.31","62.68","35.63"
"134","2011","3","Gujarat","Panchmahal","33.68","29.03","16.73","10.3","7.38","54.43","120.72","112.55","124.53","82.04","50.03","35.34"
"134","2012","3","Gujarat","Panchmahal","30.27","23.38","13.11","9.12","8.9","41.7","126.62","116.01","122.08","79.37","45.49","36.75"
"134","2013","3","Gujarat","Panchmahal","32.85","25.5","18.57","10.36","7.31","150.49","119.89","113.77","126.28","109.76","58.84","42.34"
"134","2014","3","Gujarat","Panchmahal","47.29","32.35","22.19","13.98","9.18","11.4","128.34","114.65","123.25","87.43","46.76","38.21"
"134","2015","3","Gujarat","Panchmahal","34.24","27.46","35.46","14.2","8.78","148.68","134.1","113.28","123.85","87.26","48.45","33.49"
"135","1958","3","Gujarat","Rajkot","15.54","8.42","5.49","3.89","2.91","43.39","147.32","125.85","142.55","106.56","57.02","31.12"
"135","1959","3","Gujarat","Rajkot","14.75","8.31","5.43","4.01","5.06","71.52","145.4","122.67","135.79","101.49","47.63","25.65"
"135","1960","3","Gujarat","Rajkot","12.15","7.23","4.87","3.52","3.12","118.11","146.05","71.07","78.98","13.32","6.99","4.67"
"135","1961","3","Gujarat","Rajkot","3.4","6.54","1.99","1.61","3.04","99.36","138.53","128.65","134.55","93.38","47.12","21.49"
"135","1962","3","Gujarat","Rajkot","10.77","6.64","59.13","3.49","3.8","20.5","142.93","121.11","130.31","51.99","34.91","14.48"
"135","1963","3","Gujarat","Rajkot","7.05","4.5","22.16","2.59","2.9","26.0","145.34","136.45","104.35","65.17","34.49","6.84"
"135","1964","3","Gujarat","Rajkot","4.57","3.29","2.5","1.97","9.95","131.19","140.1","134.24","128.14","84.64","33.97","14.04"
"135","1965","3","Gujarat","Rajkot","8.88","5.3","3.8","2.89","3.6","2.01","146.12","128.29","114.45","78.36","24.52","10.81"
"135","1966","3","Gujarat","Rajkot","6.75","4.56","3.33","2.57","3.83","80.95","140.97","54.68","112.95","13.41","7.3","4.87"
"135","1967","3","Gujarat","Rajkot","3.51","2.66","32.27","1.99","1.4","87.12","144.13","106.6","86.58","30.71","13.32","33.28"
"135","1968","3","Gujarat","Rajkot","5.66","4.08","8.12","2.18","1.76","10.33","146.48","140.88","87.54","40.63","12.81","7.31"
"135","1969","3","Gujarat","Rajkot","4.85","3.51","2.64","2.08","1.68","45.72","144.33","78.34","57.37","12.21","13.84","9.63"
"135","1970","3","Gujarat","Rajkot","3.44","2.99","3.69","1.64","11.65","101.22","145.27","128.15","134.16","94.45","47.77","26.84"
"135","1971","3","Gujarat","Rajkot","13.1","7.66","5.09","3.66","7.06","113.25","140.26","127.66","122.48","63.35","23.33","11.17"
"135","1972","3","Gujarat","Rajkot","6.75","9.09","3.34","2.55","3.5","79.57","150.57","60.02","9.81","4.62","3.31","2.51"
"135","1973","3","Gujarat","Rajkot","2.62","1.6","1.32","1.11","4.79","54.8","143.76","106.86","108.43","35.37","12.98","7.52"
"135","1974","3","Gujarat","Rajkot","5.0","3.59","2.71","2.19","19.23","13.58","78.34","40.29","48.75","36.7","0.67","3.52"
"135","1975","3","Gujarat","Rajkot","0.6","0.48","0.43","0.39","0.95","79.53","95.27","125.58","132.78","83.17","15.99","8.81"
"135","1976","3","Gujarat","Rajkot","5.54","3.56","12.18","1.96","1.56","88.28","143.78","129.56","113.92","34.16","36.56","7.01"
"135","1977","3","Gujarat","Rajkot","5.12","3.27","2.47","2.7","13.0","100.05","140.12","122.85","137.73","81.3","42.12","15.55"
"135","1978","3","Gujarat","Rajkot","8.66","6.27","3.96","4.1","2.3","171.49","136.52","133.67","56.93","35.55","21.97","10.85"
"135","1979","3","Gujarat","Rajkot","4.19","6.43","2.37","2.17","1.99","168.67","58.45","136.57","107.8","74.96","75.6","14.81"
"135","1980","3","Gujarat","Rajkot","9.07","5.89","3.86","3.5","2.61","159.94","145.15","118.53","94.15","49.73","18.43","33.37"
"135","1981","3","Gujarat","Rajkot","6.69","4.12","54.61","2.58","3.43","50.17","149.18","133.47","126.31","99.97","66.15","29.03"
"135","1982","3","Gujarat","Rajkot","13.12","7.57","6.43","3.8","28.29","4.86","140.69","117.94","71.19","25.21","71.47","6.19"
"135","1983","3","Gujarat","Rajkot","4.32","3.92","2.4","2.72","1.55","156.61","138.52","132.09","111.53","87.2","31.07","13.5"
"135","1984","3","Gujarat","Rajkot","7.85","5.2","3.72","2.8","2.19","43.89","141.07","124.93","139.05","41.91","18.34","8.81"
"135","1985","3","Gujarat","Rajkot","5.48","3.8","2.82","2.23","24.45","21.53","100.54","127.46","47.15","31.77","2.88","1.98"
"135","1986","3","Gujarat","Rajkot","1.52","1.22","1.26","0.85","1.83","180.02","36.16","82.65","12.31","2.25","2.62","2.78"
"135","1987","3","Gujarat","Rajkot","1.1","1.12","4.55","0.67","1.53","14.43","35.57","70.78","3.48","1.23","0.35","5.97"
"135","1988","3","Gujarat","Rajkot","0.26","0.24","0.22","0.63","0.2","25.31","146.51","118.44","135.31","88.53","33.91","14.21"
"135","1989","3","Gujarat","Rajkot","8.84","5.34","4.09","2.86","2.23","124.48","144.92","108.99","77.95","30.68","12.9","7.54"
"135","1990","3","Gujarat","Rajkot","5.03","5.0","2.85","2.14","16.44","30.79","78.4","130.09","110.99","69.82","25.95","18.82"
"135","1991","3","Gujarat","Rajkot","7.22","5.12","3.51","2.7","2.2","7.16","138.0","88.59","39.29","13.39","7.73","11.22"
"135","1992","3","Gujarat","Rajkot","4.87","2.75","2.15","1.73","1.51","24.73","146.9","124.04","134.17","89.67","43.7","16.54"
"135","1993","3","Gujarat","Rajkot","9.18","6.66","4.17","3.06","2.36","19.9","151.46","87.9","95.55","33.52","21.72","5.59"
"135","1994","3","Gujarat","Rajkot","4.95","2.98","2.27","1.9","1.67","37.26","144.16","123.66","134.77","87.97","41.15","15.86"
"135","1995","3","Gujarat","Rajkot","8.97","5.72","4.14","3.08","2.32","5.26","140.92","84.96","72.36","19.85","11.5","6.28"
"135","1996","3","Gujarat","Rajkot","3.9","2.85","2.36","1.78","3.14","121.23","146.41","105.91","91.4","52.31","13.45","7.81"
"135","1997","3","Gujarat","Rajkot","5.88","3.71","10.89","3.29","3.93","111.64","141.13","123.48","131.59","71.81","34.47","14.9"
"135","1998","3","Gujarat","Rajkot","7.83","6.47","8.11","2.77","2.17","102.0","143.43","132.66","112.41","106.83","43.81","18.81"
"135","1999","3","Gujarat","Rajkot","9.87","6.73","4.31","3.18","3.3","126.02","136.66","26.95","38.15","54.69","2.38","0.95"
"135","2000","3","Gujarat","Rajkot","0.82","0.71","0.63","0.56","1.57","39.14","141.2","122.34","81.1","38.61","14.29","8.83"
"135","2001","3","Gujarat","Rajkot","5.36","3.81","2.89","2.67","35.92","164.59","133.48","97.74","50.68","38.04","9.3","5.84"
"135","2002","3","Gujarat","Rajkot","4.08","3.02","2.36","1.86","1.52","82.5","27.06","125.8","25.11","4.68","3.35","5.8"
"135","2003","3","Gujarat","Rajkot","1.65","2.7","1.07","0.89","0.77","62.96","128.02","124.45","93.32","57.34","18.33","9.72"
"135","2004","3","Gujarat","Rajkot","6.78","4.27","3.15","2.43","7.23","95.4","130.56","128.51","89.27","78.16","23.74","11.35"
"135","2005","3","Gujarat","Rajkot","6.93","4.68","3.5","2.62","2.5","85.77","141.1","123.52","133.96","77.55","37.37","19.43"
"135","2006","3","Gujarat","Rajkot","10.19","6.35","58.96","3.22","2.53","67.61","133.95","124.86","119.83","82.59","38.97","19.6"
"135","2007","3","Gujarat","Rajkot","10.23","8.7","15.67","3.23","3.0","116.13","133.29","119.88","127.04","81.22","40.04","19.69"
"135","2008","3","Gujarat","Rajkot","10.25","6.6","4.39","3.78","2.48","78.62","133.01","113.39","130.28","81.32","44.19","23.48"
"135","2009","3","Gujarat","Rajkot","9.49","6.03","4.86","3.11","2.41","121.74","130.33","115.68","89.79","46.34","28.7","8.82"
"135","2010","3","Gujarat","Rajkot","5.76","4.34","2.99","2.32","1.86","61.4","123.7","114.62","125.08","86.31","70.27","32.01"
"135","2011","3","Gujarat","Rajkot","17.27","9.98","5.92","4.15","3.07","111.37","130.43","123.44","120.19","77.38","36.92","15.25"
"135","2012","3","Gujarat","Rajkot","8.55","5.56","3.93","3.12","2.29","21.33","60.23","67.61","126.44","39.73","14.99","12.05"
"135","2013","3","Gujarat","Rajkot","5.57","3.85","21.19","2.52","1.8","104.67","126.97","109.88","132.52","88.47","41.05","22.21"
"135","2014","3","Gujarat","Rajkot","11.33","6.73","4.87","3.85","2.55","23.01","132.57","120.77","126.38","91.32","47.68","27.62"
