"Dist Code","Year","State Code","State Name","Dist Name","JANUARY WATER DEFICIT (Millimeters)","FEBRUARY WATER DEFICIT (Millimeters)","MARCH WATER DEFICIT (Millimeters)","APRIL WATER DEFICIT (Millimeters)","MAY WATER DEFICIT (Millimeters)","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"124","1993","3","Gujarat","Bharuch","92.74","125.12","181.83","214.91","236.28","137.85","0.0","14.79","0.15","46.76","63.42"
"124","1994","3","Gujarat","Bharuch","87.81","122.52","177.59","207.44","229.3","56.35","0.0","0.0","0.0","54.0","67.34"
"124","1995","3","Gujarat","Bharuch","98.62","126.69","181.47","201.56","223.6","158.58","0.0","20.58","7.76","86.48","96.4"
"124","1996","3","Gujarat","Bharuch","116.54","145.0","192.85","215.52","231.4","86.05","0.0","0.0","5.82","34.51","54.09"
"124","1997","3","Gujarat","Bharuch","79.2","111.01","175.24","190.35","211.87","36.71","0.0","0.0","0.0","62.21","65.07"
"124","1998","3","Gujarat","Bharuch","96.33","123.88","178.5","208.29","224.3","69.84","0.0","0.0","0.0","31.47","52.22"
"124","1999","3","Gujarat","Bharuch","77.31","112.89","170.01","196.31","223.63","15.47","0.0","40.47","21.02","38.66","82.46"
"124","2000","3","Gujarat","Bharuch","97.15","119.29","179.42","211.6","221.46","34.2","0.0","0.92","41.73","70.28","76.42"
"124","2001","3","Gujarat","Bharuch","100.78","116.94","179.69","197.8","219.81","3.04","0.0","0.8","59.94","72.57","91.32"
"124","2002","3","Gujarat","Bharuch","107.3","132.14","178.41","204.94","241.59","26.91","84.33","0.01","39.92","115.38","97.39"
"124","2003","3","Gujarat","Bharuch","111.57","124.77","177.19","207.76","227.32","76.52","0.0","0.0","15.25","55.71","60.28"
"124","2004","3","Gujarat","Bharuch","84.39","109.54","166.38","212.93","214.38","27.52","0.0","0.0","0.97","43.78","51.77"
"124","2005","3","Gujarat","Bharuch","74.27","109.54","163.04","185.37","199.85","1.79","0.0","0.0","0.0","48.02","51.62"
"124","2006","3","Gujarat","Bharuch","71.81","103.36","155.87","190.75","216.56","35.44","0.0","0.0","0.0","44.11","50.33"
"124","2007","3","Gujarat","Bharuch","75.15","100.88","156.18","190.65","210.62","47.95","0.0","0.0","0.0","51.1","55.61"
"124","2008","3","Gujarat","Bharuch","80.61","106.14","161.67","186.65","219.98","110.0","0.0","0.0","0.0","50.54","59.75"
"124","2009","3","Gujarat","Bharuch","81.88","106.95","163.63","194.12","218.03","115.9","0.0","0.72","24.92","55.96","56.42"
"124","2010","3","Gujarat","Bharuch","83.86","110.06","168.29","203.82","227.03","73.58","0.0","0.0","0.0","43.12","40.85"
"124","2011","3","Gujarat","Bharuch","71.19","98.5","158.86","190.43","214.21","44.05","0.0","0.0","2.16","50.13","60.26"
"124","2012","3","Gujarat","Bharuch","78.73","109.66","157.95","188.54","207.57","133.13","14.51","0.0","0.0","55.88","59.72"
"124","2013","3","Gujarat","Bharuch","84.91","108.09","159.03","180.17","213.59","16.76","0.0","0.24","0.0","21.61","49.43"
"124","2014","3","Gujarat","Bharuch","78.76","92.75","151.09","177.76","196.19","165.35","0.0","0.01","0.0","41.99","50.69"
"124","2015","3","Gujarat","Bharuch","68.78","98.61","149.42","183.29","201.75","13.64","0.0","32.45","3.82","76.42","71.8"
"125","1958","3","Gujarat","Vadodara","62.3","89.37","161.52","204.66","224.32","93.15","0.0","0.0","0.0","20.19","46.96"
"125","1959","3","Gujarat","Vadodara","63.16","86.17","157.63","198.93","241.4","94.26","0.0","0.0","0.0","20.87","44.7"
"125","1960","3","Gujarat","Vadodara","67.92","99.3","161.75","194.15","228.14","24.04","0.0","0.22","2.07","82.54","88.68"
"125","1961","3","Gujarat","Vadodara","108.89","110.75","181.18","192.69","218.05","108.08","0.0","0.0","0.0","43.01","51.89"
"125","1962","3","Gujarat","Vadodara","68.78","100.77","123.0","194.42","225.01","145.28","0.0","0.86","0.0","55.94","54.77"
"125","1963","3","Gujarat","Vadodara","80.93","111.98","163.29","196.88","237.72","143.09","0.0","0.0","0.0","40.74","42.3"
"125","1964","3","Gujarat","Vadodara","0.0","0.0","0.0","0.0","2.2","63.2","541.33","262.2","200.88","0.01","0.19"
"125","1965","3","Gujarat","Vadodara","5.14","0.0","1.46","0.08","0.5","29.0","500.87","172.19","25.05","0.0","1.28"
"125","1966","3","Gujarat","Vadodara","0.42","0.0","0.03","0.05","0.86","82.83","404.74","49.65","227.79","0.2","0.2"
"125","1967","3","Gujarat","Vadodara","0.0","0.0","9.79","0.16","0.04","136.05","517.71","218.18","146.37","0.74","0.0"
"125","1968","3","Gujarat","Vadodara","0.18","1.86","3.2","0.0","0.0","26.08","233.84","294.61","66.04","10.6","0.24"
"125","1969","3","Gujarat","Vadodara","72.73","91.14","153.75","190.62","218.56","86.24","0.0","2.51","0.0","53.13","53.47"
"125","1970","3","Gujarat","Vadodara","64.56","95.18","136.92","179.7","213.05","0.0","0.0","0.0","0.0","43.8","42.98"
"125","1971","3","Gujarat","Vadodara","56.78","82.43","136.16","187.39","200.93","28.06","0.0","0.0","0.0","49.32","46.23"
"125","1972","3","Gujarat","Vadodara","60.55","85.36","138.63","178.43","218.79","132.92","0.0","0.2","66.3","103.72","85.52"
"125","1973","3","Gujarat","Vadodara","87.95","113.31","159.59","194.49","234.55","107.67","0.0","0.0","0.0","46.38","46.93"
"125","1974","3","Gujarat","Vadodara","62.54","88.48","149.0","185.89","196.08","160.17","0.46","46.98","42.92","101.12","98.37"
"125","1975","3","Gujarat","Vadodara","98.38","115.99","163.32","202.97","240.38","51.51","0.07","0.0","0.0","19.66","43.98"
"125","1976","3","Gujarat","Vadodara","54.97","80.63","150.88","193.32","235.92","0.0","0.0","0.0","0.0","50.63","35.78"
"125","1977","3","Gujarat","Vadodara","62.62","86.56","154.73","201.7","211.02","23.41","0.0","0.0","0.0","49.06","49.83"
"125","1978","3","Gujarat","Vadodara","62.83","84.14","149.01","188.99","228.27","28.62","0.0","0.0","28.01","58.63","61.31"
"125","1979","3","Gujarat","Vadodara","88.68","107.82","179.94","206.91","214.1","83.88","2.86","0.0","22.68","60.01","38.81"
"125","1980","3","Gujarat","Vadodara","80.29","109.67","176.32","199.54","241.75","1.43","0.0","0.0","38.21","69.3","68.16"
"125","1981","3","Gujarat","Vadodara","80.85","106.06","164.16","192.59","231.11","90.3","0.0","0.0","0.0","26.56","43.2"
"125","1982","3","Gujarat","Vadodara","63.19","86.27","152.86","198.71","185.75","162.12","0.0","0.0","53.91","78.32","52.6"
"125","1983","3","Gujarat","Vadodara","94.1","115.99","173.68","208.6","241.07","52.28","0.0","0.0","0.0","28.62","45.14"
"125","1984","3","Gujarat","Vadodara","65.5","98.71","157.96","194.79","221.84","113.92","0.0","0.0","0.06","48.62","52.52"
"125","1985","3","Gujarat","Vadodara","75.63","98.67","163.06","203.5","233.88","177.62","0.0","0.0","40.38","40.33","59.29"
"125","1986","3","Gujarat","Vadodara","89.45","115.35","182.5","216.75","250.14","0.28","3.15","0.01","75.14","121.56","105.08"
"125","1987","3","Gujarat","Vadodara","109.96","122.16","178.5","231.12","230.48","146.16","32.71","0.0","89.07","110.75","103.61"
"125","1988","3","Gujarat","Vadodara","102.2","128.38","181.04","206.7","248.29","109.88","0.0","0.0","0.0","45.59","49.33"
"125","1989","3","Gujarat","Vadodara","69.61","99.51","141.16","201.38","227.41","55.15","0.0","0.0","22.07","57.75","61.39"
"125","1990","3","Gujarat","Vadodara","78.78","109.36","168.25","209.37","219.65","124.74","0.0","0.0","0.0","42.46","53.02"
"125","1991","3","Gujarat","Vadodara","67.32","93.83","157.96","196.28","225.27","125.7","0.0","4.04","41.96","66.74","69.01"
"125","1992","3","Gujarat","Vadodara","84.71","109.97","166.59","199.74","233.82","153.86","0.0","0.0","0.0","49.8","58.43"
"125","1993","3","Gujarat","Vadodara","72.33","108.45","169.33","211.77","242.64","143.0","0.0","8.93","0.0","44.29","54.46"
"125","1994","3","Gujarat","Vadodara","69.24","105.31","164.49","201.88","234.92","59.1","0.0","0.0","0.0","52.98","62.0"
"125","1995","3","Gujarat","Vadodara","81.79","116.45","163.05","194.7","228.22","160.43","0.0","9.13","0.62","65.04","73.34"
"125","1996","3","Gujarat","Vadodara","101.19","134.12","183.75","211.36","238.05","105.03","0.0","0.0","0.32","31.58","45.81"
"125","1997","3","Gujarat","Vadodara","64.86","92.77","162.74","186.1","215.93","48.91","0.0","0.0","0.0","52.41","54.0"
"125","1998","3","Gujarat","Vadodara","78.25","108.98","165.43","202.74","226.27","84.74","0.0","0.0","0.0","33.12","47.06"
"125","1999","3","Gujarat","Vadodara","66.81","97.25","158.74","191.94","227.5","21.07","0.0","32.35","6.66","29.47","61.88"
"125","2000","3","Gujarat","Vadodara","83.42","109.14","172.82","210.33","223.91","63.26","0.0","0.04","39.47","65.69","67.81"
"125","2001","3","Gujarat","Vadodara","86.72","107.29","167.29","193.78","227.57","0.39","0.0","0.0","50.32","58.4","73.21"
"125","2002","3","Gujarat","Vadodara","93.03","121.28","164.74","198.9","250.13","34.58","74.55","0.0","18.36","117.01","90.48"
"125","2003","3","Gujarat","Vadodara","106.53","120.53","168.12","204.69","233.49","93.45","0.0","0.0","6.65","51.28","50.94"
"125","2004","3","Gujarat","Vadodara","68.72","94.64","153.54","210.22","218.46","56.77","0.0","0.0","3.86","41.82","47.21"
"125","2005","3","Gujarat","Vadodara","62.98","94.64","151.05","180.26","202.68","0.2","0.0","0.0","0.0","47.25","45.69"
"125","2006","3","Gujarat","Vadodara","60.15","84.84","120.51","184.59","222.47","44.6","0.0","0.0","0.0","44.15","44.68"
"125","2007","3","Gujarat","Vadodara","63.02","84.89","141.91","184.66","214.93","69.78","0.0","0.0","0.0","48.01","49.2"
"125","2008","3","Gujarat","Vadodara","65.6","88.15","146.87","181.32","226.4","117.7","0.0","0.0","0.0","47.9","52.55"
"125","2009","3","Gujarat","Vadodara","66.27","91.17","150.0","183.87","223.57","139.32","0.0","0.0","23.5","51.27","51.95"
"125","2010","3","Gujarat","Vadodara","67.87","94.41","155.65","197.5","233.02","93.82","0.0","0.0","0.0","43.29","40.0"
"125","2011","3","Gujarat","Vadodara","60.11","81.94","146.44","180.79","217.51","97.68","0.0","0.0","0.06","48.48","52.29"
"125","2012","3","Gujarat","Vadodara","64.09","91.34","145.2","180.69","206.74","132.12","0.84","0.0","0.0","47.15","46.84"
"125","2013","3","Gujarat","Vadodara","64.98","88.8","140.0","169.58","213.6","15.66","0.0","0.0","0.0","17.62","43.03"
"125","2014","3","Gujarat","Vadodara","63.76","73.71","134.71","168.01","191.06","175.82","0.0","0.0","0.0","41.81","45.29"
"125","2015","3","Gujarat","Vadodara","57.49","82.12","114.43","177.18","201.11","18.32","0.0","17.57","0.08","56.47","53.23"
"126","1958","3","Gujarat","Bhavnagar","97.28","113.87","179.44","205.28","218.94","113.93","0.0","0.0","0.0","33.78","58.99"
"126","1959","3","Gujarat","Bhavnagar","99.0","115.2","173.3","207.61","232.25","68.22","0.0","6.14","0.0","33.3","57.45"
"126","1960","3","Gujarat","Bhavnagar","106.68","130.52","176.43","199.68","225.48","41.63","1.7","62.8","25.32","137.85","117.7"
"126","1961","3","Gujarat","Bhavnagar","122.59","120.35","183.1","194.69","217.89","115.77","0.0","7.42","0.0","51.86","76.89"
"126","1962","3","Gujarat","Bhavnagar","100.41","123.82","124.05","199.65","219.08","155.53","0.96","46.27","1.12","129.39","96.02"
"126","1963","3","Gujarat","Bhavnagar","114.61","127.12","169.2","204.43","230.55","128.04","0.0","0.0","8.61","69.24","66.14"
"126","1964","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","3.51","123.23","297.73","180.16","159.08","0.01","0.15"
"126","1965","3","Gujarat","Bhavnagar","2.04","0.0","2.62","0.37","1.0","11.51","314.12","137.06","100.89","0.34","2.7"
"126","1966","3","Gujarat","Bhavnagar","0.16","0.0","0.0","0.25","0.82","128.83","227.36","24.34","148.47","0.05","0.05"
"126","1967","3","Gujarat","Bhavnagar","0.0","0.0","3.04","0.76","0.01","109.44","299.92","81.35","61.03","0.65","0.0"
"126","1968","3","Gujarat","Bhavnagar","0.37","0.58","2.25","0.0","0.0","27.22","191.49","213.85","66.63","11.8","0.45"
"126","1969","3","Gujarat","Bhavnagar","103.91","112.79","168.48","199.34","221.44","93.26","3.77","69.25","9.43","132.64","106.97"
"126","1970","3","Gujarat","Bhavnagar","100.71","124.38","152.22","193.49","216.55","11.1","0.0","0.0","0.0","40.67","58.81"
"126","1971","3","Gujarat","Bhavnagar","93.68","114.97","165.06","196.64","207.38","48.92","0.03","8.39","0.06","98.02","87.64"
"126","1972","3","Gujarat","Bhavnagar","98.56","113.7","164.98","190.44","219.12","130.01","12.24","65.33","123.68","144.09","113.11"
"126","1973","3","Gujarat","Bhavnagar","107.15","126.33","172.1","204.63","232.29","116.84","0.0","11.29","0.0","54.61","74.78"
"126","1974","3","Gujarat","Bhavnagar","100.86","123.18","175.09","200.45","204.04","178.75","37.56","99.21","74.46","121.28","110.28"
"126","1975","3","Gujarat","Bhavnagar","111.5","125.08","171.21","202.16","228.84","82.47","44.41","0.01","0.0","48.78","91.88"
"126","1976","3","Gujarat","Bhavnagar","96.7","116.35","166.15","197.2","229.48","1.93","0.0","1.09","5.93","75.91","57.84"
"126","1977","3","Gujarat","Bhavnagar","101.63","120.92","174.62","204.75","215.12","55.62","0.0","21.2","0.65","64.02","79.97"
"126","1978","3","Gujarat","Bhavnagar","100.16","118.19","170.42","195.21","224.72","8.63","14.34","0.5","74.67","115.22","103.82"
"126","1979","3","Gujarat","Bhavnagar","112.05","120.06","182.9","203.27","222.81","24.91","69.36","0.0","26.68","69.78","36.87"
"126","1980","3","Gujarat","Bhavnagar","102.77","122.64","178.13","197.22","227.91","1.59","0.0","1.68","51.74","103.18","98.78"
"126","1981","3","Gujarat","Bhavnagar","103.5","118.98","156.17","196.06","224.0","98.47","0.0","0.16","1.16","36.35","62.69"
"126","1982","3","Gujarat","Bhavnagar","101.37","118.52","168.65","200.31","189.72","172.46","0.25","20.33","84.3","127.32","57.55"
"126","1983","3","Gujarat","Bhavnagar","111.58","125.76","176.15","202.58","232.03","14.8","0.0","0.0","1.71","36.81","62.65"
"126","1984","3","Gujarat","Bhavnagar","104.36","133.46","177.44","202.17","220.65","104.55","0.69","6.11","6.64","118.64","101.84"
"126","1985","3","Gujarat","Bhavnagar","114.33","123.38","180.6","205.55","219.62","180.03","19.13","19.7","100.63","99.57","104.47"
"126","1986","3","Gujarat","Bhavnagar","119.06","131.84","186.62","210.63","241.59","2.02","85.08","43.69","114.74","145.81","115.56"
"126","1987","3","Gujarat","Bhavnagar","120.42","126.71","182.4","225.8","220.87","159.47","94.0","22.71","140.64","141.19","121.34"
"126","1988","3","Gujarat","Bhavnagar","112.99","133.47","184.12","209.33","236.03","116.88","0.0","18.38","0.0","49.9","69.82"
"126","1989","3","Gujarat","Bhavnagar","101.84","114.93","161.88","203.08","218.93","36.97","0.0","7.59","60.49","121.49","103.58"
"126","1990","3","Gujarat","Bhavnagar","111.58","125.07","176.8","207.64","219.46","135.81","17.91","0.0","10.56","54.51","85.67"
"126","1991","3","Gujarat","Bhavnagar","105.1","117.38","169.83","199.87","217.24","159.76","0.0","41.99","96.9","127.96","106.07"
"126","1992","3","Gujarat","Bhavnagar","103.53","121.34","173.54","196.54","227.28","154.14","0.0","3.37","0.0","54.52","86.0"
"126","1993","3","Gujarat","Bhavnagar","107.83","127.99","180.28","209.27","233.65","149.57","0.0","48.65","5.38","86.04","106.16"
"126","1994","3","Gujarat","Bhavnagar","108.02","128.28","182.09","205.5","226.36","101.42","0.0","5.61","0.0","52.77","86.36"
"126","1995","3","Gujarat","Bhavnagar","111.93","126.65","178.56","200.44","219.3","171.43","0.0","62.91","34.91","138.89","118.04"
"126","1996","3","Gujarat","Bhavnagar","121.32","139.75","188.82","208.5","227.26","73.58","0.0","16.55","25.66","59.17","85.55"
"126","1997","3","Gujarat","Bhavnagar","102.27","117.59","177.17","186.19","211.02","49.26","3.78","0.72","0.0","86.08","88.03"
"126","1998","3","Gujarat","Bhavnagar","105.49","123.73","173.77","203.25","221.73","66.99","0.0","0.0","3.08","29.34","57.34"
"126","1999","3","Gujarat","Bhavnagar","97.07","118.83","171.18","190.85","221.36","28.86","1.37","94.79","60.91","81.48","109.58"
"126","2000","3","Gujarat","Bhavnagar","107.33","120.7","176.28","206.59","220.58","62.84","0.0","13.35","58.8","110.47","97.25"
"126","2001","3","Gujarat","Bhavnagar","105.1","116.33","177.44","192.53","218.63","10.93","0.0","26.82","99.39","112.91","110.35"
"126","2002","3","Gujarat","Bhavnagar","112.89","129.97","176.21","201.65","235.77","57.2","121.05","2.45","90.59","141.3","106.83"
"126","2003","3","Gujarat","Bhavnagar","111.94","123.67","173.76","202.05","222.45","87.78","0.0","0.0","28.74","71.25","83.23"
"126","2004","3","Gujarat","Bhavnagar","95.83","115.84","168.84","206.78","215.48","38.02","4.26","0.0","6.9","48.01","64.92"
"126","2005","3","Gujarat","Bhavnagar","95.13","115.84","164.93","185.92","199.47","28.77","0.0","0.93","0.0","48.37","63.07"
"126","2006","3","Gujarat","Bhavnagar","94.14","113.76","124.63","189.29","218.36","55.15","0.0","0.0","0.88","45.06","60.25"
"126","2007","3","Gujarat","Bhavnagar","97.33","110.13","162.05","189.65","210.77","48.42","0.0","0.14","0.0","51.2","68.08"
"126","2008","3","Gujarat","Bhavnagar","98.78","113.88","166.33","186.41","216.44","109.3","0.0","5.38","0.0","50.85","74.13"
"126","2009","3","Gujarat","Bhavnagar","101.42","113.18","164.56","197.35","215.37","85.17","0.0","14.87","38.53","85.88","75.06"
"126","2010","3","Gujarat","Bhavnagar","101.04","115.64","171.62","200.99","222.74","95.94","0.0","0.0","0.0","44.0","37.86"
"126","2011","3","Gujarat","Bhavnagar","97.24","109.95","163.48","193.23","213.8","42.16","0.0","0.0","3.8","52.53","77.05"
"126","2012","3","Gujarat","Bhavnagar","95.96","115.13","160.52","186.26","206.83","143.94","68.63","28.43","0.0","72.13","81.84"
"126","2013","3","Gujarat","Bhavnagar","101.31","112.92","161.02","181.29","211.33","25.43","0.0","15.11","0.0","30.84","57.4"
"126","2014","3","Gujarat","Bhavnagar","110.58","108.13","155.42","180.01","199.08","151.06","0.0","0.44","0.0","40.4","57.11"
"126","2015","3","Gujarat","Bhavnagar","92.15","109.02","145.61","187.2","202.34","16.14","0.0","87.18","10.06","130.09","97.87"
"127","1958","3","Gujarat","Valsad","79.41","103.82","158.77","182.01","184.49","0.0","0.0","0.0","0.0","33.93","51.06"
"127","1959","3","Gujarat","Valsad","79.74","106.86","158.43","188.57","193.99","0.0","0.0","0.0","0.0","5.69","40.91"
"127","1960","3","Gujarat","Valsad","73.91","109.04","164.2","183.75","169.39","0.0","0.0","0.0","0.0","32.5","55.56"
"127","1961","3","Gujarat","Valsad","94.73","110.5","166.87","177.73","172.04","0.0","0.0","0.0","0.0","16.59","47.14"
"127","1962","3","Gujarat","Valsad","73.76","106.44","136.53","168.67","163.99","27.23","0.0","0.0","0.0","50.55","57.53"
"127","1963","3","Gujarat","Valsad","89.26","111.8","169.29","180.48","197.26","0.0","0.0","0.0","0.0","35.9","44.08"
